Suriname	hasOfficialLanguage	Dutch_language
David_Lee_Roth	hasMusicalRole	wordnet_guitar_103467517
Mike_Pearson_(footballer)	isAffiliatedTo	Oldham_Athletic_A.F.C.
Hugo_Barrientos	hasGender	male
Grants_Pass,_Oregon	isLocatedIn	Josephine_County,_Oregon
Thomas_Kläsener	playsFor	FC_Augsburg
Andrés_Imperiale	playsFor	Club_Blooming
Leonīds_Ostrovskis	isAffiliatedTo	Soviet_Union_national_football_team
Héctor_Scarone	isAffiliatedTo	Uruguay_national_football_team
René_Schnitzler	playsFor	FC_St._Pauli
Władysław_Anders	hasGender	male
Lai_Yiu_Cheong	isAffiliatedTo	Hong_Kong_Rangers_FC
Sergei_Fedin	playsFor	FC_Lokomotiv_Moscow
Emma_Thompson	isMarriedTo	Eric_Thompson
Nick_Stahl	hasGender	male
Radoslav_Kunzo	isAffiliatedTo	ŠK_SFM_Senec
Jay_Smith_(footballer_born_September_1981)	isAffiliatedTo	Aston_Villa_F.C.
Iván_Gabrich	isAffiliatedTo	C.A._Huracán
AC_Sparta_Praha_(women)	isLocatedIn	Prague
Alexander_Gerndt	playsFor	IK_Sirius_Fotboll
University_of_Fort_Hare	isLocatedIn	East_London,_Eastern_Cape
Germán_Rivarola	isAffiliatedTo	Argentina_national_under-20_football_team
Tosh_McKinlay	playsFor	Grasshopper_Club_Zürich
Scott_Hiley	playsFor	Exeter_City_F.C.
Nigel_Martyn	isAffiliatedTo	Bristol_Rovers_F.C.
Graham_Williams_(footballer,_born_1936)	playsFor	Wales_national_football_team
Milivoje_Ćirković	isAffiliatedTo	FK_Radnički_Nova_Pazova
Francesco_Lunardini	isAffiliatedTo	A.S._Gubbio_1910
Christophe_Ott	playsFor	Pau_FC
Evanílson_Aparecido_Ferreira	playsFor	Timbaúba_Futebol_Clube
Iwan_Roberts	hasGender	male
Vasyl_Shved	playsFor	FC_Skala_Stryi
Alain_Caveglia	isAffiliatedTo	FC_Nantes
Laurie_Calloway	playsFor	Southern_California_Lazers
Kevin_McHattie	isAffiliatedTo	Scotland_national_football_team
Eduard_Shevardnadze	isAffiliatedTo	Communist_Party_of_the_Soviet_Union
Staying_Alive_(1983_film)	isLocatedIn	United_States
Saint_Cajetan	diedIn	Naples
Echendu_Adiele	playsFor	SV_Waldhof_Mannheim
Brahim_Bedbouda	playsFor	Algeria_national_under-23_football_team
David_Rosenbloom	edited	The_Insider_(film)
Ian_Holm	actedIn	A_Life_Less_Ordinary
Adnan_Bešić	playsFor	NK_Domžale
Abdoulaye_Diallo	isAffiliatedTo	Clairefontaine
Vítor_Moreno	isAffiliatedTo	C.F._Benfica
Geoffrey_Howe	wasBornIn	Port_Talbot
Fulton,_Oswego_County,_New_York	isLocatedIn	United_States
Brent_Carelse	wasBornIn	Johannesburg
Erna_Solberg	graduatedFrom	University_of_Bergen
Genc_Mehmeti	isAffiliatedTo	FC_Wangen_bei_Olten
George_Uhlenbeck	hasGender	male
Ney_Costa	isAffiliatedTo	C.D.S._Vida
Lech_Kaczyński	wasBornIn	Warsaw
Séïdath_Tchomogo	isAffiliatedTo	Al-Oruba_SC
Otto_Hemele	wasBornIn	Prague
Charlie_Mulgrew	isAffiliatedTo	Wolverhampton_Wanderers_F.C.
Vladimir_Petković	isAffiliatedTo	FK_Rudar_Prijedor
Viktor_Petakov	isAffiliatedTo	OFC_Sliven_2000
Kyle_Letheren	isAffiliatedTo	Barnsley_F.C.
Josip_Balatinac	playsFor	ASKÖ_Pasching
Emilio_Butragueño	isAffiliatedTo	Spain_national_football_team
Härjedalen	isLocatedIn	Europe
Akita_Prefecture	isLocatedIn	Tōhoku_region
Sérgio_Rodrigo_Penteado_Dias	isAffiliatedTo	Independente_Futebol_Clube
Powder_Springs,_Georgia	isLocatedIn	United_States
Frank_Press	graduatedFrom	Columbia_University
Bradley_Allen	playsFor	Charlton_Athletic_F.C.
Octavian_Abrudan	isAffiliatedTo	ACF_Gloria_Bistrița
Samson_Godwin	isAffiliatedTo	Gabros_International_F.C.
Hugo_Curioni	playsFor	FC_Nantes
Igor_Siqueira_Pessanha	isAffiliatedTo	Esporte_Clube_Juventude
Kim_Jong-kyung	isAffiliatedTo	Gwangju_Sangmu_FC
Jodhaa_Akbar	isLocatedIn	Xinjiang
Gary_Rogers	playsFor	Drogheda_United_F.C.
Arnold_Kruiswijk	playsFor	FC_Groningen
Jacques-Arsène_d'Arsonval	playsFor	R.S.C._Anderlecht
Richard_Spong	isAffiliatedTo	IK_Frej
Françoise-Athénaïs,_marquise_de_Montespan	hasChild	Françoise_Marie_de_Bourbon
Peter_Cook	influences	Jerry_Sadowitz
Glenne_Headly	actedIn	Breakfast_of_Champions_(film)
Marijan_Budimir	playsFor	NK_Karlovac
Stewart_Yetton	isAffiliatedTo	Plymouth_Argyle_F.C.
José_Sanfilippo	isAffiliatedTo	Club_Atlético_San_Miguel
Marko_Šimić_(footballer_born_1988)	playsFor	NK_Sesvete
Vasil_Gigiadze	isAffiliatedTo	FC_Samtredia
Camille_Oponga	playsFor	Red_Star_F.C.
Ángeles_González-Sinde	wasBornIn	Madrid
Charles_I_of_Austria	hasChild	Otto_von_Habsburg
Cha_Bum-kun	playsFor	Bayer_04_Leverkusen
Alin_Lițu	isAffiliatedTo	F.C._Steaua_Bucureşti
Luis_Enrique_(footballer)	isAffiliatedTo	Spain_national_under-21_football_team
Old_Shatterhand_(film)	isLocatedIn	France
Terence_Stansbury	isAffiliatedTo	A.E.K._Athens_B.C.
Dmitri_Shomko	isAffiliatedTo	FC_Ekibastuz
Miroslav_Vajs	isAffiliatedTo	Macedonia_national_football_team
Riccardo_Meili	playsFor	FC_Frauenfeld
Lukáš_Magera	playsFor	SK_Kladno
Wolfram_Research	isLocatedIn	Japan
Billy_Stark_(footballer_born_1937)	playsFor	Luton_Town_F.C.
Vasyl_Sachko	isAffiliatedTo	S.K._Tavriya_Simferopol
Stephanie_Ullrich	isAffiliatedTo	Germany_women's_national_under-23_football_team
Makadji_Boukar	playsFor	Vasas_SC
Sofiane_Melliti	playsFor	FC_Vorskla_Poltava
Yury_Sevidov	hasGender	male
University_of_West_London	isLocatedIn	Brentford
Žarko_Serafimovski	hasGender	male
Carlos_Domínguez	playsFor	RCD_Mallorca
Martin_Lane	isAffiliatedTo	Hinckley_United_F.C.
Archie_Goodall	playsFor	Wolverhampton_Wanderers_F.C.
Christian_Traoré	isAffiliatedTo	F.C._Copenhagen
Zlaté_Moravce_District	isLocatedIn	Zlaté_Moravce
Alex_Keddie	playsFor	Dunfermline_Athletic_F.C.
Robert_Fane	playsFor	MFK_Košice
Eugene_Galeković	playsFor	South_Melbourne_FC
Hakkı_Hocaoğlu	isAffiliatedTo	İskenderun_Demir_Çelikspor
Emilio_Reuben	playsFor	Clube_de_Regatas_do_Flamengo
Filip_Despotovski	isAffiliatedTo	FK_Napredok
Isabella_of_Castile	hasChild	Philip_I_of_Castile
Ivica_Momčilović	hasGender	male
Jack_White_(film_producer)	created	If_a_Body_Meets_a_Body
Michel_Leblond	isAffiliatedTo	France_national_football_team
Jackie_Copland	playsFor	Dundee_United_F.C.
Saint-Augustin_Airport	isConnectedTo	Tête-à-la-Baleine_Airport
Ramón_Calderé	playsFor	FC_Barcelona_B
Ihor_Korotetskiy	isAffiliatedTo	FC_Shakhtar_Donetsk
Andrew_Watson_(footballer)	wasBornIn	Georgetown,_Guyana
Schwechat	isLocatedIn	Lower_Austria
